223,19640418,1600,1. FC Saarbrücken,Werder Bremen,3,2,1,0
224,19640418,1600,Preußen Münster,Frankfurter SG Eintracht,1,3,1,2
225,19640425,1600,VfB Stuttgart,Meidericher SV,1,2,1,2
226,19640425,1600,1. FC Kaiserslautern,1. FC Köln,3,3,2,3
227,19640425,1600,Frankfurter SG Eintracht,1. FC Saarbrücken,3,1,3,1
228,19640425,1600,Hertha BSC,TSV 1860 München,3,1,1,1
229,19640425,1600,1. FC Nürnberg,Eintracht Braunschweig,1,0,0,0
230,19640425,1600,Werder Bremen,Preußen Münster,4,2,2,1
231,19640425,1600,FC Schalke 04,Karlsruher SC,2,1,0,1
232,19640505,1900,Borussia Dortmund,Hamburger SV,5,2,2,0
233,19640509,1600,1. FC Köln,VfB Stuttgart,2,1,0,1
234,19640509,1600,Hamburger SV,1. FC Nürnberg,2,2,1,1
235,19640509,1600,Eintracht Braunschweig,Borussia Dortmund,2,0,0,0
236,19640509,1600,Karlsruher SC,Frankfurter SG Eintracht,1,2,0,1
237,19640509,1600,TSV 1860 München,Werder Bremen,3,2,1,1
238,19640509,1600,1. FC Saarbrücken,FC Schalke 04,1,1,1,0
239,19640509,1600,Preußen Münster,Hertha BSC,4,2,2,2
240,19640509,1600,Meidericher SV,1. FC Kaiserslautern,3,0,2,0
241,19640822,1500,Frankfurter SG Eintracht,FC Schalke 04,2,2,0,2
242,19640822,1500,1. FC Kaiserslautern,Werder Bremen,2,1,2,1
243,19640822,1500,Hamburger SV,VfB Stuttgart,2,2,0,2
244,19640822,1500,Borussia Dortmund,Hannover 96,0,2,0,0
245,19640822,1500,Eintracht Braunschweig,TSV 1860 München,1,1,1,0
246,19640822,1500,Karlsruher SC,Meidericher SV,2,1,1,0
247,19640822,1500,1. FC Nürnberg,Borussia Neunkirchen,2,0,0,0
248,19640822,1500,1. FC Köln,Hertha BSC,2,3,1,0
249,19640829,1500,VfB Stuttgart,1. FC Nürnberg,3,1,1,1
250,19640829,1500,Hannover 96,1. FC Köln,2,0,2,0
251,19640829,1500,Hertha BSC,Hamburger SV,0,0,0,0
252,19640829,1500,FC Schalke 04,Karlsruher SC,1,1,0,0
253,19640829,1500,Borussia Neunkirchen,Borussia Dortmund,1,2,0,0
254,19640829,1500,Meidericher SV,1. FC Kaiserslautern,3,1,3,0
255,19640829,1500,Werder Bremen,Eintracht Braunschweig,5,1,3,1
256,19640829,1500,TSV 1860 München,Frankfurter SG Eintracht,0,1,0,0
257,19640905,1500,Hamburger SV,Hannover 96,3,0,0,0
258,19640905,1500,1. FC Köln,Borussia Neunkirchen,4,3,2,3
259,19640905,1500,1. FC Nürnberg,Hertha BSC,2,0,1,0
260,19640905,1500,Karlsruher SC,TSV 1860 München,1,5,0,2
261,19640905,1500,Frankfurter SG Eintracht,Werder Bremen,0,2,0,1
262,19640905,1500,1. FC Kaiserslautern,FC Schalke 04,3,0,3,0
263,19640905,1500,Eintracht Braunschweig,Meidericher SV,0,1,0,1
264,19640911,1500,Borussia Dortmund,VfB Stuttgart,1,0,0,0
265,19640912,1500,VfB Stuttgart,1. FC Köln,3,3,2,2
266,19640912,1500,Hannover 96,1. FC Nürnberg,2,2,2,2
267,19640912,1500,Meidericher SV,Frankfurter SG Eintracht,1,3,1,2
268,19640912,1500,TSV 1860 München,1. FC Kaiserslautern,2,2,1,2
269,19640912,1500,FC Schalke 04,Eintracht Braunschweig,0,3,0,1
270,19640912,1500,Werder Bremen,Karlsruher SC,1,0,0,0
271,19640912,1500,Borussia Neunkirchen,Hamburger SV,3,1,2,1
272,19640912,1500,Hertha BSC,Borussia Dortmund,0,0,0,0
273,19640919,1500,1. FC Nürnberg,FC Schalke 04,3,2,1,1
274,19640919,1500,Hamburger SV,Meidericher SV,3,0,2,0
275,19640919,1500,1. FC Köln,Werder Bremen,4,2,2,0
276,19640919,1500,VfB Stuttgart,Hertha BSC,1,1,1,1
277,19640919,1500,Borussia Dortmund,TSV 1860 München,1,1,0,0
278,19640919,1500,1. FC Kaiserslautern,Hannover 96,1,0,1,0
279,19640919,1500,Eintracht Braunschweig,Borussia Neunkirchen,1,0,0,0
280,19640919,1500,Frankfurter SG Eintracht,Karlsruher SC,0,7,0,5
281,19640926,1500,Borussia Neunkirchen,1. FC Kaiserslautern,0,3,0,1
282,19640926,1500,TSV 1860 München,1. FC Nürnberg,2,0,1,0
283,19640926,1500,Werder Bremen,Hamburger SV,0,0,0,0
284,19640926,1500,Meidericher SV,1. FC Köln,0,3,0,3
285,19640926,1500,FC Schalke 04,Borussia Dortmund,2,6,0,6
286,19640926,1500,Karlsruher SC,VfB Stuttgart,0,0,0,0
287,19640926,1500,Hertha BSC,Frankfurter SG Eintracht,1,3,1,2
288,19640926,1500,Hannover 96,Eintracht Braunschweig,2,2,1,1
289,19641010,1415,Hertha BSC,TSV 1860 München,2,1,1,1
290,19641010,1415,1. FC Köln,Eintracht Braunschweig,5,1,1,1
291,19641010,1415,Borussia Dortmund,1. FC Kaiserslautern,3,2,1,1
292,19641010,1415,1. FC Nürnberg,Karlsruher SC,4,1,2,0
293,19641010,1415,Hannover 96,Werder Bremen,1,2,1,1
294,19641010,1415,Hamburger SV,Frankfurter SG Eintracht,2,1,1,1
295,19641010,1415,VfB Stuttgart,FC Schalke 04,2,1,0,1
296,19641010,1415,Borussia Neunkirchen,Meidericher SV,4,2,2,0
297,19641017,1415,TSV 1860 München,Hannover 96,4,0,0,0
298,19641017,1415,FC Schalke 04,Hertha BSC,3,0,2,0
299,19641017,1415,1. FC Kaiserslautern,1. FC Nürnberg,3,2,1,1
300,19641017,1415,Karlsruher SC,Hamburger SV,2,2,1,2
301,19641017,1415,Meidericher SV,VfB Stuttgart,3,3,1,2
302,19641017,1415,Eintracht Braunschweig,Borussia Dortmund,0,1,0,0
303,19641017,1415,Werder Bremen,Borussia Neunkirchen,2,0,2,0
304,19641017,1415,Frankfurter SG Eintracht,1. FC Köln,1,4,0,1
305,19641024,1415,Hamburger SV,1. FC Kaiserslautern,3,2,2,2
306,19641024,1415,Hertha BSC,Meidericher SV,2,2,2,1
307,19641024,1415,Borussia Dortmund,Frankfurter SG Eintracht,1,3,1,1
308,19641024,1415,1. FC Nürnberg,Eintracht Braunschweig,3,2,0,2
309,19641024,1415,VfB Stuttgart,Werder Bremen,1,1,0,1
310,19641024,1415,Borussia Neunkirchen,TSV 1860 München,3,0,0,0
311,19641024,1415,1. FC Köln,Karlsruher SC,4,1,1,1
312,19641024,1415,Hannover 96,FC Schalke 04,1,0,1,0
313,19641107,1330,Eintracht Braunschweig,Hamburger SV,2,0,2,0
314,19641107,1330,Karlsruher SC,Borussia Dortmund,2,0,1,0
315,19641107,1330,Frankfurter SG Eintracht,1. FC Nürnberg,1,1,0,1
316,19641107,1330,TSV 1860 München,VfB Stuttgart,1,0,0,0
317,19641107,1330,Meidericher SV,Hannover 96,1,0,1,0
318,19641107,1330,1. FC Kaiserslautern,1. FC Köln,2,2,0,2
319,19641107,1330,FC Schalke 04,Borussia Neunkirchen,1,1,0,1
320,19641107,1330,Werder Bremen,Hertha BSC,5,1,0,0
